time,low,high,open,close,volume
1502406000,300.51,303,302.21,300.51,5041.337805440015
1502402400,301.2,303.37,303.25,302.21,4264.5584756700155
1502398800,301.99,305.23,302,303.26,7222.389675020016
1502395200,298.84,303.52,303.52,302,12866.436967430014
1502391600,302.12,305.85,304,303.52,5325.957177180003
1502388000,303.57,307.79,307.71,304,9301.854717120043
1502384400,305.1,308,307,307.7,6487.53131582
1502380800,306.79,309.8,308.77,307.01,9743.57625268001
1502377200,305.3,308.83,305.41,308.77,9335.167429170013
1502373600,303.37,305.87,303.38,305.41,7378.862012150019
1502370000,303.01,306.65,306,303.37,8713.166239010026
1502366400,303.47,306.78,305,306,11498.526401850051
1502362800,300.39,305,300.4,305,4709.805665430021
1502359200,300.26,301.8,301.5,300.4,2403.7404262000036
1502355600,298.44,301.5,298.44,301.5,3099.61066322001
1502352000,297.28,301,299.1,298.44,4004.2173191000134
1502348400,294.06,299.29,294.06,299.09,5658.611365690009
1502344800,294.03,298.51,298.5,294.06,2852.5302095500037
1502341200,294.56,298.5,294.99,298.5,5904.488672800012
1502337600,291.98,295,291.99,295,3740.2832952200047
1502334000,289.5,293.73,291.07,291.99,6642.49092762003
1502330400,288.34,296.79,295.95,291.29,10478.405923130009
1502326800,295.87,296.99,295.88,295.94,2160.9086596900006
1502323200,295.09,298.72,295.26,295.88,5596.863535480024
